Source,Target,Type,Id,Label,Weight
9,21,Directed,41805,,1.0
9,28,Directed,41814,,1.0
9,32,Directed,41819,,1.0
9,132,Directed,41970,,1.0
9,336,Directed,42268,,1.0
9,344,Directed,42281,,1.0
10,22,Directed,41806,,1.0
10,24,Directed,41808,,1.0
10,160,Directed,42008,,1.0
10,218,Directed,42099,,1.0
11,14,Directed,41792,,1.0
11,26,Directed,41810,,1.0
11,30,Directed,41816,,1.0
11,35,Directed,41823,,1.0
11,37,Directed,41830,,1.0
11,66,Directed,41870,,1.0
11,69,Directed,41874,,1.0
11,142,Directed,41983,,1.0
11,153,Directed,42000,,1.0
11,181,Directed,42042,,1.0
11,260,Directed,42162,,1.0
11,325,Directed,42251,,1.0
11,357,Directed,42301,,1.0
11,469,Directed,42461,,1.0
12,60,Directed,41863,,1.0
12,93,Directed,41908,,1.0
12,99,Directed,41921,,1.0
12,130,Directed,41967,,1.0
12,259,Directed,42157,,1.0
12,347,Directed,42286,,1.0
13,51,Directed,41850,,1.0
13,251,Directed,42146,,1.0
13,311,Directed,42232,,1.0
13,349,Directed,42289,,1.0
13,378,Directed,42333,,1.0
14,27,Directed,41813,,1.0
14,34,Directed,41822,,1.0
14,41,Directed,41834,,1.0
14,54,Directed,41856,,1.0
14,59,Directed,41861,,1.0
14,90,Directed,41903,,1.0
14,98,Directed,41920,,1.0
14,135,Directed,41973,,1.0
14,148,Directed,41993,,1.0
14,488,Directed,42486,,1.0
15,18,Directed,41801,,1.0
15,77,Directed,41883,,1.0
15,94,Directed,41910,,1.0
16,33,Directed,41821,,1.0
16,80,Directed,41888,,1.0
16,108,Directed,41936,,1.0
16,202,Directed,42073,,1.0
17,20,Directed,41804,,1.0
17,100,Directed,41922,,1.0
17,268,Directed,42171,,1.0
18,57,Directed,41859,,1.0
18,70,Directed,41875,,1.0
18,96,Directed,41916,,1.0
18,149,Directed,41994,,1.0
18,177,Directed,42037,,1.0
18,428,Directed,42401,,1.0
19,32,Directed,41820,,1.0
19,78,Directed,41886,,1.0
19,166,Directed,42016,,1.0
20,55,Directed,41857,,1.0
21,81,Directed,41889,,1.0
21,103,Directed,41929,,1.0
21,426,Directed,42397,,1.0
21,445,Directed,42431,,1.0
22,31,Directed,41817,,1.0
22,217,Directed,42098,,1.0
23,35,Directed,41825,,1.0
23,62,Directed,41865,,1.0
24,26,Directed,41811,,1.0
24,54,Directed,41855,,1.0
24,106,Directed,41932,,1.0
24,301,Directed,42219,,1.0
24,471,Directed,42464,,1.0
25,26,Directed,41812,,1.0
25,47,Directed,41843,,1.0
25,84,Directed,41893,,1.0
25,88,Directed,41898,,1.0
25,478,Directed,42475,,1.0
26,95,Directed,41914,,1.0
26,120,Directed,41954,,1.0
27,49,Directed,41847,,1.0
27,54,Directed,41853,,1.0
27,61,Directed,41864,,1.0
27,66,Directed,41871,,1.0
27,88,Directed,41900,,1.0
27,111,Directed,41942,,1.0
27,269,Directed,42174,,1.0
27,461,Directed,42451,,1.0
28,32,Directed,41818,,1.0
28,45,Directed,41840,,1.0
28,129,Directed,41966,,1.0
28,204,Directed,42079,,1.0
28,250,Directed,42145,,1.0
28,364,Directed,42314,,1.0
28,372,Directed,42327,,1.0
28,439,Directed,42421,,1.0
29,201,Directed,42070,,1.0
29,260,Directed,42158,,1.0
29,371,Directed,42326,,1.0
29,490,Directed,42489,,1.0
30,36,Directed,41826,,1.0
30,37,Directed,41828,,1.0
30,78,Directed,41885,,1.0
30,341,Directed,42276,,1.0
30,427,Directed,42398,,1.0
31,90,Directed,41904,,1.0
32,38,Directed,41831,,1.0
32,44,Directed,41838,,1.0
32,137,Directed,41977,,1.0
32,215,Directed,42095,,1.0
32,234,Directed,42121,,1.0
32,359,Directed,42306,,1.0
32,423,Directed,42393,,1.0
32,487,Directed,42485,,1.0
33,35,Directed,41824,,1.0
33,37,Directed,41829,,1.0
33,45,Directed,41839,,1.0
33,109,Directed,41938,,1.0
33,194,Directed,42059,,1.0
35,410,Directed,42367,,1.0
36,50,Directed,41849,,1.0
36,88,Directed,41897,,1.0
36,91,Directed,41905,,1.0
37,39,Directed,41832,,1.0
37,40,Directed,41833,,1.0
37,56,Directed,41858,,1.0
37,125,Directed,41961,,1.0
37,208,Directed,42088,,1.0
37,282,Directed,42191,,1.0
38,98,Directed,41919,,1.0
38,110,Directed,41940,,1.0
38,180,Directed,42041,,1.0
38,205,Directed,42081,,1.0
38,420,Directed,42387,,1.0
39,49,Directed,41845,,1.0
39,139,Directed,41979,,1.0
40,49,Directed,41848,,1.0
40,54,Directed,41854,,1.0
40,376,Directed,42331,,1.0
40,466,Directed,42458,,1.0
41,68,Directed,41873,,1.0
41,348,Directed,42288,,1.0
41,432,Directed,42408,,1.0
42,171,Directed,42026,,1.0
43,67,Directed,41872,,1.0
44,73,Directed,41879,,1.0
44,96,Directed,41915,,1.0
44,121,Directed,41957,,1.0
44,321,Directed,42246,,1.0
44,367,Directed,42317,,1.0
44,479,Directed,42476,,1.0
45,382,Directed,42337,,1.0
47,118,Directed,41952,,1.0
47,175,Directed,42034,,1.0
47,274,Directed,42181,,1.0
47,395,Directed,42351,,1.0
48,117,Directed,41950,,1.0
48,146,Directed,41990,,1.0
48,284,Directed,42193,,1.0
48,454,Directed,42442,,1.0
48,478,Directed,42474,,1.0
48,483,Directed,42480,,1.0
49,63,Directed,41866,,1.0
49,82,Directed,41891,,1.0
49,102,Directed,41927,,1.0
49,162,Directed,42010,,1.0
49,214,Directed,42094,,1.0
49,225,Directed,42110,,1.0
50,172,Directed,42027,,1.0
51,94,Directed,41909,,1.0
51,173,Directed,42029,,1.0
52,65,Directed,41868,,1.0
52,367,Directed,42319,,1.0
52,484,Directed,42481,,1.0
53,88,Directed,41899,,1.0
53,117,Directed,41949,,1.0
53,338,Directed,42270,,1.0
54,202,Directed,42071,,1.0
54,498,Directed,42500,,1.0
55,104,Directed,41930,,1.0
55,126,Directed,41963,,1.0
55,182,Directed,42043,,1.0
55,187,Directed,42049,,1.0
56,112,Directed,41943,,1.0
57,60,Directed,41862,,1.0
57,89,Directed,41901,,1.0
57,199,Directed,42064,,1.0
57,237,Directed,42124,,1.0
57,315,Directed,42237,,1.0
57,322,Directed,42248,,1.0
57,402,Directed,42359,,1.0
58,81,Directed,41890,,1.0
58,450,Directed,42436,,1.0
59,72,Directed,41878,,1.0
59,119,Directed,41953,,1.0
59,166,Directed,42017,,1.0
59,179,Directed,42039,,1.0
59,220,Directed,42105,,1.0
59,338,Directed,42272,,1.0
60,79,Directed,41887,,1.0
61,219,Directed,42101,,1.0
62,166,Directed,42018,,1.0
62,168,Directed,42020,,1.0
62,247,Directed,42139,,1.0
62,451,Directed,42439,,1.0
63,264,Directed,42167,,1.0
64,83,Directed,41892,,1.0
64,106,Directed,41933,,1.0
64,203,Directed,42074,,1.0
64,308,Directed,42229,,1.0
65,150,Directed,41996,,1.0
65,495,Directed,42495,,1.0
66,86,Directed,41895,,1.0
66,96,Directed,41917,,1.0
66,123,Directed,41959,,1.0
67,78,Directed,41884,,1.0
67,114,Directed,41945,,1.0
67,374,Directed,42329,,1.0
68,444,Directed,42430,,1.0
69,124,Directed,41960,,1.0
69,141,Directed,41981,,1.0
69,230,Directed,42116,,1.0
69,358,Directed,42305,,1.0
69,364,Directed,42313,,1.0
69,418,Directed,42385,,1.0
69,428,Directed,42399,,1.0
70,122,Directed,41958,,1.0
70,178,Directed,42038,,1.0
70,287,Directed,42196,,1.0
71,138,Directed,41978,,1.0
72,107,Directed,41934,,1.0
72,186,Directed,42048,,1.0
72,474,Directed,42470,,1.0
73,90,Directed,41902,,1.0
73,94,Directed,41912,,1.0
73,109,Directed,41937,,1.0
73,263,Directed,42166,,1.0
73,475,Directed,42471,,1.0
74,269,Directed,42172,,1.0
74,306,Directed,42227,,1.0
74,435,Directed,42415,,1.0
75,195,Directed,42060,,1.0
75,354,Directed,42297,,1.0
75,371,Directed,42325,,1.0
75,482,Directed,42479,,1.0
76,87,Directed,41896,,1.0
76,117,Directed,41951,,1.0
78,102,Directed,41928,,1.0
78,201,Directed,42069,,1.0
78,208,Directed,42087,,1.0
78,258,Directed,42154,,1.0
78,353,Directed,42296,,1.0
80,94,Directed,41913,,1.0
80,111,Directed,41941,,1.0
80,160,Directed,42007,,1.0
81,294,Directed,42208,,1.0
83,114,Directed,41946,,1.0
83,198,Directed,42063,,1.0
84,137,Directed,41976,,1.0
84,196,Directed,42061,,1.0
84,350,Directed,42290,,1.0
85,94,Directed,41911,,1.0
85,143,Directed,41984,,1.0
85,247,Directed,42140,,1.0
85,323,Directed,42249,,1.0
85,355,Directed,42298,,1.0
87,141,Directed,41982,,1.0
87,177,Directed,42036,,1.0
87,418,Directed,42383,,1.0
88,418,Directed,42382,,1.0
88,449,Directed,42435,,1.0
89,253,Directed,42148,,1.0
90,472,Directed,42466,,1.0
91,188,Directed,42050,,1.0
92,343,Directed,42278,,1.0
92,492,Directed,42492,,1.0
93,157,Directed,42004,,1.0
93,170,Directed,42023,,1.0
93,201,Directed,42068,,1.0
94,115,Directed,41947,,1.0
94,152,Directed,41998,,1.0
94,158,Directed,42005,,1.0
94,163,Directed,42011,,1.0
94,164,Directed,42012,,1.0
94,169,Directed,42021,,1.0
94,416,Directed,42380,,1.0
95,135,Directed,41974,,1.0
95,283,Directed,42192,,1.0
95,290,Directed,42201,,1.0
96,126,Directed,41962,,1.0
96,156,Directed,42003,,1.0
96,204,Directed,42078,,1.0
96,246,Directed,42138,,1.0
96,299,Directed,42216,,1.0
96,304,Directed,42224,,1.0
96,330,Directed,42258,,1.0
96,415,Directed,42377,,1.0
97,254,Directed,42149,,1.0
97,329,Directed,42256,,1.0
98,120,Directed,41955,,1.0
98,305,Directed,42225,,1.0
99,136,Directed,41975,,1.0
99,235,Directed,42122,,1.0
99,266,Directed,42169,,1.0
100,146,Directed,41988,,1.0
100,176,Directed,42035,,1.0
100,211,Directed,42091,,1.0
100,357,Directed,42303,,1.0
100,375,Directed,42330,,1.0
102,128,Directed,41965,,1.0
102,189,Directed,42052,,1.0
102,417,Directed,42381,,1.0
102,463,Directed,42453,,1.0
104,213,Directed,42093,,1.0
104,422,Directed,42392,,1.0
105,113,Directed,41944,,1.0
105,227,Directed,42112,,1.0
105,385,Directed,42340,,1.0
106,172,Directed,42028,,1.0
106,205,Directed,42080,,1.0
106,408,Directed,42365,,1.0
107,222,Directed,42107,,1.0
107,241,Directed,42131,,1.0
107,340,Directed,42274,,1.0
109,140,Directed,41980,,1.0
109,183,Directed,42045,,1.0
109,216,Directed,42096,,1.0
109,255,Directed,42150,,1.0
110,148,Directed,41992,,1.0
111,167,Directed,42019,,1.0
111,240,Directed,42129,,1.0
112,116,Directed,41948,,1.0
114,131,Directed,41968,,1.0
114,134,Directed,41972,,1.0
114,218,Directed,42100,,1.0
114,292,Directed,42204,,1.0
114,324,Directed,42250,,1.0
114,366,Directed,42316,,1.0
115,165,Directed,42015,,1.0
115,287,Directed,42197,,1.0
115,409,Directed,42366,,1.0
116,335,Directed,42265,,1.0
117,144,Directed,41985,,1.0
117,145,Directed,41987,,1.0
117,265,Directed,42168,,1.0
117,419,Directed,42386,,1.0
118,173,Directed,42030,,1.0
118,331,Directed,42261,,1.0
119,242,Directed,42133,,1.0
119,481,Directed,42478,,1.0
120,249,Directed,42142,,1.0
120,285,Directed,42194,,1.0
120,351,Directed,42292,,1.0
120,365,Directed,42315,,1.0
120,442,Directed,42427,,1.0
121,312,Directed,42233,,1.0
122,190,Directed,42053,,1.0
123,238,Directed,42126,,1.0
123,356,Directed,42299,,1.0
125,202,Directed,42072,,1.0
125,345,Directed,42282,,1.0
126,223,Directed,42108,,1.0
126,291,Directed,42202,,1.0
126,292,Directed,42205,,1.0
128,147,Directed,41991,,1.0
128,220,Directed,42104,,1.0
131,199,Directed,42065,,1.0
131,230,Directed,42115,,1.0
131,401,Directed,42357,,1.0
132,145,Directed,41986,,1.0
132,280,Directed,42188,,1.0
132,286,Directed,42195,,1.0
132,326,Directed,42252,,1.0
133,231,Directed,42117,,1.0
133,331,Directed,42260,,1.0
134,319,Directed,42244,,1.0
134,434,Directed,42412,,1.0
135,185,Directed,42047,,1.0
135,459,Directed,42449,,1.0
136,309,Directed,42230,,1.0
136,377,Directed,42332,,1.0
137,149,Directed,41995,,1.0
137,330,Directed,42259,,1.0
138,189,Directed,42051,,1.0
141,204,Directed,42076,,1.0
141,270,Directed,42176,,1.0
142,152,Directed,41999,,1.0
142,154,Directed,42001,,1.0
142,369,Directed,42322,,1.0
143,179,Directed,42040,,1.0
144,191,Directed,42055,,1.0
144,210,Directed,42090,,1.0
145,146,Directed,41989,,1.0
145,151,Directed,41997,,1.0
145,248,Directed,42141,,1.0
145,249,Directed,42143,,1.0
145,464,Directed,42455,,1.0
147,170,Directed,42022,,1.0
147,205,Directed,42083,,1.0
147,339,Directed,42273,,1.0
148,400,Directed,42356,,1.0
149,360,Directed,42308,,1.0
151,221,Directed,42106,,1.0
151,467,Directed,42459,,1.0
152,173,Directed,42031,,1.0
152,203,Directed,42075,,1.0
153,173,Directed,42032,,1.0
153,380,Directed,42335,,1.0
154,229,Directed,42114,,1.0
154,357,Directed,42304,,1.0
154,456,Directed,42445,,1.0
157,239,Directed,42127,,1.0
158,170,Directed,42024,,1.0
158,346,Directed,42284,,1.0
158,353,Directed,42295,,1.0
159,398,Directed,42354,,1.0
159,412,Directed,42370,,1.0
160,182,Directed,42044,,1.0
160,232,Directed,42118,,1.0
160,447,Directed,42433,,1.0
160,474,Directed,42468,,1.0
161,236,Directed,42123,,1.0
161,241,Directed,42130,,1.0
162,241,Directed,42132,,1.0
162,403,Directed,42360,,1.0
162,438,Directed,42419,,1.0
163,379,Directed,42334,,1.0
164,204,Directed,42077,,1.0
164,232,Directed,42119,,1.0
164,317,Directed,42242,,1.0
164,430,Directed,42404,,1.0
165,190,Directed,42054,,1.0
165,351,Directed,42291,,1.0
165,463,Directed,42454,,1.0
166,276,Directed,42183,,1.0
169,197,Directed,42062,,1.0
169,224,Directed,42109,,1.0
169,277,Directed,42184,,1.0
169,496,Directed,42496,,1.0
170,243,Directed,42135,,1.0
170,321,Directed,42247,,1.0
170,348,Directed,42287,,1.0
170,381,Directed,42336,,1.0
170,465,Directed,42457,,1.0
172,207,Directed,42085,,1.0
172,252,Directed,42147,,1.0
172,314,Directed,42235,,1.0
172,346,Directed,42283,,1.0
173,333,Directed,42263,,1.0
174,209,Directed,42089,,1.0
174,228,Directed,42113,,1.0
175,226,Directed,42111,,1.0
176,184,Directed,42046,,1.0
178,243,Directed,42134,,1.0
182,297,Directed,42212,,1.0
182,428,Directed,42402,,1.0
183,193,Directed,42058,,1.0
183,342,Directed,42277,,1.0
183,370,Directed,42323,,1.0
184,315,Directed,42239,,1.0
185,262,Directed,42165,,1.0
185,373,Directed,42328,,1.0
185,393,Directed,42349,,1.0
185,473,Directed,42467,,1.0
186,300,Directed,42217,,1.0
188,260,Directed,42159,,1.0
188,300,Directed,42218,,1.0
189,291,Directed,42203,,1.0
189,296,Directed,42211,,1.0
189,353,Directed,42294,,1.0
190,257,Directed,42152,,1.0
191,432,Directed,42407,,1.0
192,216,Directed,42097,,1.0
192,401,Directed,42358,,1.0
193,272,Directed,42179,,1.0
194,295,Directed,42210,,1.0
194,357,Directed,42300,,1.0
195,391,Directed,42346,,1.0
198,206,Directed,42084,,1.0
198,233,Directed,42120,,1.0
198,450,Directed,42437,,1.0
200,498,Directed,42501,,1.0
201,440,Directed,42425,,1.0
201,443,Directed,42429,,1.0
202,219,Directed,42102,,1.0
202,389,Directed,42344,,1.0
202,441,Directed,42426,,1.0
203,328,Directed,42255,,1.0
203,452,Directed,42440,,1.0
204,420,Directed,42389,,1.0
208,256,Directed,42151,,1.0
208,420,Directed,42388,,1.0
208,493,Directed,42493,,1.0
209,335,Directed,42266,,1.0
212,297,Directed,42213,,1.0
213,258,Directed,42153,,1.0
215,219,Directed,42103,,1.0
216,261,Directed,42163,,1.0
218,260,Directed,42161,,1.0
219,307,Directed,42228,,1.0
221,245,Directed,42137,,1.0
221,337,Directed,42269,,1.0
221,364,Directed,42312,,1.0
223,470,Directed,42462,,1.0
224,399,Directed,42355,,1.0
225,269,Directed,42173,,1.0
230,290,Directed,42200,,1.0
231,352,Directed,42293,,1.0
231,406,Directed,42363,,1.0
232,273,Directed,42180,,1.0
233,370,Directed,42324,,1.0
235,259,Directed,42155,,1.0
235,396,Directed,42352,,1.0
236,302,Directed,42221,,1.0
237,303,Directed,42222,,1.0
237,304,Directed,42223,,1.0
237,368,Directed,42320,,1.0
237,392,Directed,42348,,1.0
238,278,Directed,42186,,1.0
238,460,Directed,42450,,1.0
238,488,Directed,42487,,1.0
239,262,Directed,42164,,1.0
239,440,Directed,42424,,1.0
241,244,Directed,42136,,1.0
241,415,Directed,42376,,1.0
243,275,Directed,42182,,1.0
243,310,Directed,42231,,1.0
245,450,Directed,42438,,1.0
250,259,Directed,42156,,1.0
250,277,Directed,42185,,1.0
251,294,Directed,42207,,1.0
251,428,Directed,42400,,1.0
252,413,Directed,42373,,1.0
253,498,Directed,42499,,1.0
254,318,Directed,42243,,1.0
255,271,Directed,42177,,1.0
255,297,Directed,42214,,1.0
258,485,Directed,42483,,1.0
259,497,Directed,42497,,1.0
260,327,Directed,42253,,1.0
262,305,Directed,42226,,1.0
263,267,Directed,42170,,1.0
263,437,Directed,42417,,1.0
264,279,Directed,42187,,1.0
266,490,Directed,42490,,1.0
267,360,Directed,42307,,1.0
268,317,Directed,42241,,1.0
269,288,Directed,42198,,1.0
271,497,Directed,42498,,1.0
272,281,Directed,42190,,1.0
272,328,Directed,42254,,1.0
274,281,Directed,42189,,1.0
277,412,Directed,42371,,1.0
277,455,Directed,42444,,1.0
278,383,Directed,42338,,1.0
278,404,Directed,42361,,1.0
278,414,Directed,42374,,1.0
279,405,Directed,42362,,1.0
279,471,Directed,42463,,1.0
280,361,Directed,42309,,1.0
280,431,Directed,42406,,1.0
281,329,Directed,42257,,1.0
282,499,Directed,42502,,1.0
284,289,Directed,42199,,1.0
284,302,Directed,42220,,1.0
286,340,Directed,42275,,1.0
286,411,Directed,42368,,1.0
288,437,Directed,42418,,1.0
290,293,Directed,42206,,1.0
291,344,Directed,42280,,1.0
293,422,Directed,42391,,1.0
293,434,Directed,42413,,1.0
295,320,Directed,42245,,1.0
295,436,Directed,42416,,1.0
298,424,Directed,42394,,1.0
302,346,Directed,42285,,1.0
302,440,Directed,42423,,1.0
304,334,Directed,42264,,1.0
306,391,Directed,42347,,1.0
306,484,Directed,42482,,1.0
307,363,Directed,42311,,1.0
309,430,Directed,42405,,1.0
312,448,Directed,42434,,1.0
317,425,Directed,42395,,1.0
317,429,Directed,42403,,1.0
321,438,Directed,42420,,1.0
322,434,Directed,42411,,1.0
329,357,Directed,42302,,1.0
331,472,Directed,42465,,1.0
335,387,Directed,42342,,1.0
336,394,Directed,42350,,1.0
337,433,Directed,42409,,1.0
339,477,Directed,42473,,1.0
344,413,Directed,42372,,1.0
346,407,Directed,42364,,1.0
347,476,Directed,42472,,1.0
347,494,Directed,42494,,1.0
348,474,Directed,42469,,1.0
350,435,Directed,42414,,1.0
353,468,Directed,42460,,1.0
357,367,Directed,42318,,1.0
357,491,Directed,42491,,1.0
364,411,Directed,42369,,1.0
364,415,Directed,42379,,1.0
365,440,Directed,42422,,1.0
365,457,Directed,42447,,1.0
367,418,Directed,42384,,1.0
370,426,Directed,42396,,1.0
372,462,Directed,42452,,1.0
376,397,Directed,42353,,1.0
380,458,Directed,42448,,1.0
387,421,Directed,42390,,1.0
400,415,Directed,42378,,1.0
414,453,Directed,42441,,1.0
429,434,Directed,42410,,1.0
432,442,Directed,42428,,1.0
432,446,Directed,42432,,1.0
439,454,Directed,42443,,1.0
439,456,Directed,42446,,1.0
455,489,Directed,42488,,1.0
456,480,Directed,42477,,1.0
463,464,Directed,42456,,1.0
