Source,Target,Type,Id,Label,Weight
298,393,Directed,637,,1.0
298,455,Directed,878,,1.0
145,147,Directed,178,,1.0
145,407,Directed,607,,1.0
145,479,Directed,861,,1.0
407,409,Directed,438,,1.0
407,437,Directed,752,,1.0
407,448,Directed,519,,1.0
435,437,Directed,466,,1.0
129,130,Directed,165,,1.0
129,336,Directed,767,,1.0
130,139,Directed,840,,1.0
130,246,Directed,903,,1.0
130,321,Directed,649,,1.0
130,421,Directed,850,,1.0
334,336,Directed,362,,1.0
336,337,Directed,363,,1.0
336,423,Directed,911,,1.0
336,461,Directed,729,,1.0
423,424,Directed,452,,1.0
423,496,Directed,843,,1.0
424,425,Directed,453,,1.0
495,496,Directed,515,,1.0
496,497,Directed,516,,1.0
496,498,Directed,517,,1.0
85,86,Directed,123,,1.0
86,88,Directed,124,,1.0
87,88,Directed,125,,1.0
87,89,Directed,126,,1.0
87,358,Directed,963,,1.0
87,467,Directed,758,,1.0
88,89,Directed,127,,1.0
88,490,Directed,917,,1.0
206,392,Directed,924,,1.0
206,461,Directed,531,,1.0
461,463,Directed,488,,1.0
463,465,Directed,490,,1.0
465,466,Directed,491,,1.0
465,467,Directed,492,,1.0
344,467,Directed,876,,1.0
344,497,Directed,659,,1.0
467,468,Directed,494,,1.0
467,469,Directed,495,,1.0
15,16,Directed,61,,1.0
16,23,Directed,769,,1.0
16,171,Directed,662,,1.0
16,193,Directed,926,,1.0
16,491,Directed,952,,1.0
23,197,Directed,682,,1.0
23,213,Directed,548,,1.0
23,368,Directed,764,,1.0
23,369,Directed,1002,,1.0
197,198,Directed,230,,1.0
197,199,Directed,231,,1.0
213,235,Directed,937,,1.0
235,236,Directed,273,,1.0
235,237,Directed,274,,1.0
237,238,Directed,275,,1.0
490,491,Directed,512,,1.0
491,492,Directed,513,,1.0
198,199,Directed,232,,1.0
199,200,Directed,233,,1.0
199,201,Directed,234,,1.0
185,200,Directed,966,,1.0
185,322,Directed,787,,1.0
185,455,Directed,860,,1.0
200,405,Directed,608,,1.0
201,203,Directed,235,,1.0
201,235,Directed,1037,,1.0
201,247,Directed,1004,,1.0
201,277,Directed,929,,1.0
203,204,Directed,237,,1.0
203,246,Directed,865,,1.0
165,166,Directed,835,,1.0
165,169,Directed,1031,,1.0
166,304,Directed,571,,1.0
166,340,Directed,695,,1.0
166,391,Directed,978,,1.0
168,169,Directed,197,,1.0
168,170,Directed,198,,1.0
168,266,Directed,784,,1.0
168,500,Directed,863,,1.0
169,171,Directed,199,,1.0
169,275,Directed,1023,,1.0
89,91,Directed,128,,1.0
89,275,Directed,795,,1.0
89,351,Directed,797,,1.0
275,277,Directed,309,,1.0
37,38,Directed,78,,1.0
37,182,Directed,734,,1.0
37,198,Directed,640,,1.0
37,245,Directed,689,,1.0
37,322,Directed,592,,1.0
37,483,Directed,562,,1.0
38,39,Directed,79,,1.0
38,231,Directed,919,,1.0
38,451,Directed,672,,1.0
7,8,Directed,52,,1.0
7,9,Directed,53,,1.0
7,88,Directed,645,,1.0
7,93,Directed,553,,1.0
7,108,Directed,813,,1.0
7,117,Directed,908,,1.0
7,325,Directed,612,,1.0
7,350,Directed,694,,1.0
7,460,Directed,948,,1.0
8,404,Directed,940,,1.0
9,10,Directed,54,,1.0
9,11,Directed,55,,1.0
9,31,Directed,634,,1.0
9,214,Directed,690,,1.0
9,279,Directed,705,,1.0
10,178,Directed,577,,1.0
10,325,Directed,892,,1.0
11,12,Directed,56,,1.0
11,13,Directed,57,,1.0
11,72,Directed,703,,1.0
11,207,Directed,656,,1.0
11,331,Directed,846,,1.0
12,13,Directed,58,,1.0
12,14,Directed,59,,1.0
12,85,Directed,1021,,1.0
12,257,Directed,740,,1.0
12,312,Directed,530,,1.0
13,39,Directed,743,,1.0
13,67,Directed,610,,1.0
39,41,Directed,80,,1.0
39,191,Directed,685,,1.0
39,426,Directed,1040,,1.0
254,255,Directed,287,,1.0
254,256,Directed,288,,1.0
254,387,Directed,550,,1.0
254,500,Directed,834,,1.0
255,256,Directed,289,,1.0
255,257,Directed,290,,1.0
257,258,Directed,291,,1.0
257,259,Directed,292,,1.0
257,406,Directed,1024,,1.0
258,397,Directed,1039,,1.0
259,260,Directed,293,,1.0
259,261,Directed,294,,1.0
260,261,Directed,295,,1.0
260,354,Directed,679,,1.0
260,366,Directed,789,,1.0
109,110,Directed,147,,1.0
109,111,Directed,148,,1.0
109,307,Directed,618,,1.0
110,111,Directed,149,,1.0
110,112,Directed,150,,1.0
110,246,Directed,523,,1.0
110,380,Directed,664,,1.0
111,222,Directed,938,,1.0
111,256,Directed,947,,1.0
256,378,Directed,574,,1.0
112,113,Directed,151,,1.0
113,114,Directed,152,,1.0
113,248,Directed,984,,1.0
14,16,Directed,60,,1.0
14,155,Directed,1038,,1.0
14,168,Directed,949,,1.0
14,186,Directed,722,,1.0
14,243,Directed,605,,1.0
155,157,Directed,188,,1.0
155,160,Directed,575,,1.0
155,167,Directed,783,,1.0
156,157,Directed,189,,1.0
156,226,Directed,717,,1.0
156,311,Directed,996,,1.0
156,416,Directed,650,,1.0
157,352,Directed,803,,1.0
226,276,Directed,918,,1.0
226,356,Directed,854,,1.0
276,278,Directed,310,,1.0
276,443,Directed,866,,1.0
278,280,Directed,311,,1.0
278,477,Directed,666,,1.0
278,480,Directed,819,,1.0
280,323,Directed,1014,,1.0
24,26,Directed,68,,1.0
24,86,Directed,971,,1.0
24,192,Directed,900,,1.0
24,453,Directed,810,,1.0
24,470,Directed,693,,1.0
26,27,Directed,70,,1.0
26,28,Directed,71,,1.0
26,112,Directed,898,,1.0
26,229,Directed,915,,1.0
26,465,Directed,962,,1.0
25,27,Directed,69,,1.0
25,245,Directed,766,,1.0
27,323,Directed,932,,1.0
323,324,Directed,972,,1.0
324,325,Directed,353,,1.0
324,326,Directed,354,,1.0
324,387,Directed,839,,1.0
220,221,Directed,254,,1.0
220,326,Directed,1008,,1.0
326,327,Directed,356,,1.0
326,412,Directed,549,,1.0
90,235,Directed,641,,1.0
90,268,Directed,536,,1.0
268,269,Directed,303,,1.0
269,270,Directed,304,,1.0
269,333,Directed,652,,1.0
270,271,Directed,305,,1.0
271,272,Directed,306,,1.0
272,273,Directed,307,,1.0
273,274,Directed,308,,1.0
273,428,Directed,621,,1.0
428,429,Directed,458,,1.0
428,430,Directed,459,,1.0
310,311,Directed,339,,1.0
310,312,Directed,340,,1.0
310,351,Directed,845,,1.0
310,381,Directed,546,,1.0
310,401,Directed,773,,1.0
310,436,Directed,542,,1.0
310,442,Directed,820,,1.0
351,352,Directed,376,,1.0
351,353,Directed,377,,1.0
351,388,Directed,806,,1.0
274,352,Directed,1027,,1.0
309,311,Directed,338,,1.0
311,312,Directed,341,,1.0
311,422,Directed,974,,1.0
311,461,Directed,547,,1.0
311,492,Directed,527,,1.0
149,150,Directed,180,,1.0
149,151,Directed,181,,1.0
149,294,Directed,804,,1.0
150,152,Directed,182,,1.0
151,152,Directed,183,,1.0
151,359,Directed,812,,1.0
151,486,Directed,643,,1.0
152,154,Directed,184,,1.0
359,360,Directed,383,,1.0
359,391,Directed,739,,1.0
360,362,Directed,384,,1.0
391,393,Directed,419,,1.0
393,395,Directed,421,,1.0
393,494,Directed,653,,1.0
92,93,Directed,129,,1.0
92,469,Directed,726,,1.0
93,94,Directed,130,,1.0
93,95,Directed,131,,1.0
93,318,Directed,559,,1.0
93,362,Directed,644,,1.0
94,95,Directed,132,,1.0
94,96,Directed,133,,1.0
94,382,Directed,715,,1.0
95,97,Directed,134,,1.0
95,132,Directed,585,,1.0
95,167,Directed,627,,1.0
95,239,Directed,681,,1.0
95,454,Directed,590,,1.0
142,143,Directed,176,,1.0
143,144,Directed,177,,1.0
143,160,Directed,708,,1.0
143,362,Directed,1011,,1.0
143,478,Directed,851,,1.0
362,363,Directed,386,,1.0
362,364,Directed,387,,1.0
362,406,Directed,807,,1.0
364,366,Directed,389,,1.0
364,439,Directed,976,,1.0
3,4,Directed,50,,1.0
3,106,Directed,688,,1.0
106,107,Directed,143,,1.0
106,108,Directed,144,,1.0
106,265,Directed,873,,1.0
106,471,Directed,913,,1.0
107,108,Directed,145,,1.0
108,109,Directed,146,,1.0
108,273,Directed,595,,1.0
131,132,Directed,166,,1.0
131,453,Directed,616,,1.0
132,134,Directed,167,,1.0
132,264,Directed,622,,1.0
264,265,Directed,299,,1.0
264,322,Directed,779,,1.0
264,490,Directed,801,,1.0
265,266,Directed,300,,1.0
265,483,Directed,762,,1.0
48,50,Directed,90,,1.0
48,107,Directed,771,,1.0
48,187,Directed,651,,1.0
50,133,Directed,951,,1.0
50,466,Directed,944,,1.0
133,134,Directed,168,,1.0
133,135,Directed,169,,1.0
133,154,Directed,943,,1.0
133,393,Directed,557,,1.0
133,450,Directed,847,,1.0
134,211,Directed,891,,1.0
134,291,Directed,521,,1.0
134,430,Directed,611,,1.0
134,454,Directed,1006,,1.0
70,71,Directed,108,,1.0
70,129,Directed,674,,1.0
70,290,Directed,759,,1.0
70,321,Directed,993,,1.0
71,72,Directed,109,,1.0
71,137,Directed,541,,1.0
71,143,Directed,1048,,1.0
135,137,Directed,170,,1.0
51,52,Directed,91,,1.0
51,53,Directed,92,,1.0
51,74,Directed,588,,1.0
51,210,Directed,887,,1.0
51,251,Directed,561,,1.0
51,322,Directed,623,,1.0
51,361,Directed,987,,1.0
52,168,Directed,716,,1.0
52,275,Directed,979,,1.0
72,74,Directed,110,,1.0
72,349,Directed,895,,1.0
72,391,Directed,696,,1.0
72,437,Directed,786,,1.0
74,75,Directed,112,,1.0
74,224,Directed,669,,1.0
249,250,Directed,280,,1.0
249,251,Directed,281,,1.0
249,443,Directed,744,,1.0
251,252,Directed,283,,1.0
252,253,Directed,284,,1.0
252,254,Directed,285,,1.0
252,285,Directed,671,,1.0
252,406,Directed,753,,1.0
252,480,Directed,706,,1.0
252,485,Directed,723,,1.0
253,254,Directed,286,,1.0
29,30,Directed,72,,1.0
29,280,Directed,525,,1.0
29,415,Directed,991,,1.0
30,31,Directed,73,,1.0
30,32,Directed,74,,1.0
30,130,Directed,822,,1.0
30,165,Directed,1018,,1.0
31,64,Directed,879,,1.0
31,419,Directed,841,,1.0
64,107,Directed,654,,1.0
347,349,Directed,374,,1.0
347,377,Directed,524,,1.0
347,384,Directed,770,,1.0
40,41,Directed,81,,1.0
40,42,Directed,82,,1.0
40,262,Directed,883,,1.0
40,323,Directed,1012,,1.0
40,341,Directed,763,,1.0
41,43,Directed,83,,1.0
41,120,Directed,528,,1.0
41,467,Directed,775,,1.0
42,43,Directed,84,,1.0
42,210,Directed,586,,1.0
42,285,Directed,902,,1.0
42,473,Directed,668,,1.0
43,44,Directed,85,,1.0
43,169,Directed,818,,1.0
43,316,Directed,793,,1.0
44,102,Directed,556,,1.0
44,361,Directed,994,,1.0
102,362,Directed,698,,1.0
102,428,Directed,964,,1.0
102,444,Directed,885,,1.0
361,363,Directed,385,,1.0
361,395,Directed,823,,1.0
363,364,Directed,388,,1.0
205,207,Directed,238,,1.0
207,208,Directed,239,,1.0
207,209,Directed,240,,1.0
207,454,Directed,554,,1.0
209,210,Directed,241,,1.0
209,211,Directed,242,,1.0
209,223,Directed,809,,1.0
210,386,Directed,970,,1.0
210,476,Directed,700,,1.0
223,224,Directed,256,,1.0
223,225,Directed,257,,1.0
224,225,Directed,258,,1.0
224,329,Directed,704,,1.0
45,46,Directed,86,,1.0
45,47,Directed,87,,1.0
45,242,Directed,540,,1.0
46,47,Directed,88,,1.0
46,119,Directed,1045,,1.0
46,243,Directed,639,,1.0
47,49,Directed,89,,1.0
47,66,Directed,565,,1.0
47,122,Directed,928,,1.0
47,128,Directed,790,,1.0
47,131,Directed,601,,1.0
47,133,Directed,954,,1.0
47,184,Directed,730,,1.0
47,240,Directed,597,,1.0
47,337,Directed,746,,1.0
49,222,Directed,772,,1.0
65,66,Directed,103,,1.0
65,133,Directed,609,,1.0
65,263,Directed,594,,1.0
65,283,Directed,777,,1.0
65,336,Directed,636,,1.0
66,67,Directed,104,,1.0
104,106,Directed,141,,1.0
104,117,Directed,874,,1.0
104,169,Directed,862,,1.0
104,181,Directed,968,,1.0
104,302,Directed,765,,1.0
117,118,Directed,156,,1.0
117,119,Directed,157,,1.0
119,120,Directed,158,,1.0
119,140,Directed,678,,1.0
119,283,Directed,761,,1.0
119,285,Directed,814,,1.0
119,402,Directed,980,,1.0
120,122,Directed,159,,1.0
120,173,Directed,1019,,1.0
120,229,Directed,560,,1.0
122,123,Directed,160,,1.0
122,124,Directed,161,,1.0
122,161,Directed,923,,1.0
122,214,Directed,756,,1.0
124,126,Directed,162,,1.0
55,56,Directed,93,,1.0
55,324,Directed,631,,1.0
55,325,Directed,591,,1.0
55,455,Directed,816,,1.0
56,58,Directed,94,,1.0
56,112,Directed,632,,1.0
56,202,Directed,751,,1.0
57,58,Directed,95,,1.0
57,59,Directed,96,,1.0
57,259,Directed,931,,1.0
57,479,Directed,539,,1.0
58,60,Directed,97,,1.0
58,300,Directed,825,,1.0
59,60,Directed,98,,1.0
59,61,Directed,99,,1.0
59,181,Directed,683,,1.0
59,338,Directed,1043,,1.0
60,62,Directed,100,,1.0
60,446,Directed,836,,1.0
60,462,Directed,691,,1.0
462,464,Directed,489,,1.0
61,62,Directed,101,,1.0
62,64,Directed,102,,1.0
62,116,Directed,785,,1.0
62,260,Directed,617,,1.0
115,116,Directed,153,,1.0
115,117,Directed,154,,1.0
115,204,Directed,1025,,1.0
115,281,Directed,638,,1.0
115,348,Directed,998,,1.0
115,395,Directed,990,,1.0
115,425,Directed,633,,1.0
116,118,Directed,155,,1.0
116,324,Directed,920,,1.0
281,282,Directed,313,,1.0
281,283,Directed,314,,1.0
282,283,Directed,315,,1.0
283,284,Directed,316,,1.0
283,469,Directed,774,,1.0
98,100,Directed,135,,1.0
98,161,Directed,960,,1.0
100,101,Directed,137,,1.0
100,102,Directed,138,,1.0
100,312,Directed,1013,,1.0
100,360,Directed,844,,1.0
99,101,Directed,136,,1.0
99,177,Directed,658,,1.0
99,203,Directed,520,,1.0
99,271,Directed,849,,1.0
99,325,Directed,934,,1.0
101,102,Directed,139,,1.0
101,103,Directed,140,,1.0
103,121,Directed,728,,1.0
103,211,Directed,747,,1.0
103,227,Directed,837,,1.0
103,269,Directed,742,,1.0
103,311,Directed,538,,1.0
103,326,Directed,748,,1.0
103,471,Directed,794,,1.0
225,226,Directed,259,,1.0
225,227,Directed,260,,1.0
225,262,Directed,604,,1.0
227,228,Directed,261,,1.0
170,171,Directed,200,,1.0
170,172,Directed,201,,1.0
170,386,Directed,529,,1.0
171,465,Directed,567,,1.0
171,494,Directed,721,,1.0
172,173,Directed,202,,1.0
172,174,Directed,203,,1.0
172,319,Directed,576,,1.0
173,174,Directed,204,,1.0
173,349,Directed,1034,,1.0
174,176,Directed,205,,1.0
174,466,Directed,957,,1.0
176,177,Directed,206,,1.0
177,178,Directed,207,,1.0
177,179,Directed,208,,1.0
177,193,Directed,1009,,1.0
177,210,Directed,945,,1.0
177,401,Directed,635,,1.0
105,106,Directed,142,,1.0
105,212,Directed,778,,1.0
212,214,Directed,243,,1.0
214,215,Directed,244,,1.0
214,216,Directed,245,,1.0
214,463,Directed,686,,1.0
215,216,Directed,246,,1.0
215,217,Directed,247,,1.0
215,414,Directed,606,,1.0
216,217,Directed,248,,1.0
217,218,Directed,249,,1.0
217,219,Directed,250,,1.0
218,219,Directed,251,,1.0
218,220,Directed,252,,1.0
218,262,Directed,868,,1.0
219,220,Directed,253,,1.0
219,423,Directed,534,,1.0
261,262,Directed,296,,1.0
261,263,Directed,297,,1.0
262,263,Directed,298,,1.0
262,332,Directed,665,,1.0
262,361,Directed,566,,1.0
262,455,Directed,755,,1.0
262,492,Directed,718,,1.0
331,332,Directed,360,,1.0
331,391,Directed,720,,1.0
332,334,Directed,361,,1.0
125,127,Directed,163,,1.0
125,459,Directed,582,,1.0
127,128,Directed,164,,1.0
75,77,Directed,113,,1.0
75,151,Directed,533,,1.0
77,78,Directed,116,,1.0
77,79,Directed,117,,1.0
77,94,Directed,886,,1.0
77,179,Directed,584,,1.0
76,77,Directed,114,,1.0
76,78,Directed,115,,1.0
76,326,Directed,857,,1.0
78,141,Directed,983,,1.0
78,284,Directed,535,,1.0
79,80,Directed,118,,1.0
79,81,Directed,119,,1.0
79,359,Directed,815,,1.0
79,484,Directed,881,,1.0
80,221,Directed,630,,1.0
81,83,Directed,120,,1.0
83,84,Directed,122,,1.0
83,197,Directed,1044,,1.0
83,244,Directed,833,,1.0
83,367,Directed,680,,1.0
83,395,Directed,543,,1.0
138,139,Directed,171,,1.0
139,140,Directed,172,,1.0
139,141,Directed,173,,1.0
139,192,Directed,1036,,1.0
139,350,Directed,1003,,1.0
139,418,Directed,912,,1.0
140,141,Directed,174,,1.0
140,142,Directed,175,,1.0
140,320,Directed,545,,1.0
348,350,Directed,375,,1.0
350,460,Directed,910,,1.0
458,460,Directed,485,,1.0
158,159,Directed,190,,1.0
158,185,Directed,589,,1.0
158,499,Directed,871,,1.0
159,160,Directed,191,,1.0
175,180,Directed,657,,1.0
180,181,Directed,210,,1.0
180,182,Directed,211,,1.0
179,181,Directed,209,,1.0
181,183,Directed,212,,1.0
182,183,Directed,213,,1.0
182,184,Directed,214,,1.0
420,421,Directed,451,,1.0
63,245,Directed,842,,1.0
63,288,Directed,959,,1.0
245,295,Directed,655,,1.0
245,355,Directed,552,,1.0
354,355,Directed,379,,1.0
354,446,Directed,647,,1.0
355,356,Directed,380,,1.0
355,357,Directed,381,,1.0
239,241,Directed,276,,1.0
239,340,Directed,796,,1.0
239,444,Directed,901,,1.0
241,288,Directed,853,,1.0
241,404,Directed,906,,1.0
241,424,Directed,580,,1.0
288,346,Directed,677,,1.0
288,455,Directed,522,,1.0
54,250,Directed,969,,1.0
54,365,Directed,821,,1.0
250,251,Directed,282,,1.0
250,293,Directed,946,,1.0
293,294,Directed,324,,1.0
293,295,Directed,325,,1.0
293,384,Directed,555,,1.0
295,357,Directed,578,,1.0
295,380,Directed,1046,,1.0
356,357,Directed,382,,1.0
356,438,Directed,792,,1.0
357,373,Directed,828,,1.0
357,459,Directed,1026,,1.0
228,229,Directed,262,,1.0
228,230,Directed,263,,1.0
228,446,Directed,646,,1.0
229,231,Directed,264,,1.0
230,231,Directed,265,,1.0
230,232,Directed,266,,1.0
231,232,Directed,267,,1.0
231,233,Directed,268,,1.0
231,270,Directed,626,,1.0
446,448,Directed,477,,1.0
448,450,Directed,479,,1.0
449,450,Directed,480,,1.0
450,451,Directed,481,,1.0
285,286,Directed,317,,1.0
285,287,Directed,318,,1.0
286,287,Directed,319,,1.0
286,451,Directed,593,,1.0
287,329,Directed,1007,,1.0
287,397,Directed,811,,1.0
453,456,Directed,749,,1.0
439,440,Directed,469,,1.0
439,441,Directed,470,,1.0
441,442,Directed,471,,1.0
441,443,Directed,472,,1.0
97,300,Directed,927,,1.0
97,440,Directed,831,,1.0
440,482,Directed,939,,1.0
371,372,Directed,397,,1.0
371,373,Directed,398,,1.0
373,375,Directed,400,,1.0
144,372,Directed,714,,1.0
374,375,Directed,401,,1.0
374,376,Directed,402,,1.0
374,445,Directed,1010,,1.0
187,188,Directed,220,,1.0
187,279,Directed,802,,1.0
279,280,Directed,312,,1.0
413,414,Directed,442,,1.0
413,415,Directed,443,,1.0
415,416,Directed,444,,1.0
415,417,Directed,445,,1.0
204,215,Directed,670,,1.0
204,498,Directed,950,,1.0
321,322,Directed,352,,1.0
321,335,Directed,896,,1.0
321,344,Directed,875,,1.0
321,404,Directed,988,,1.0
402,403,Directed,432,,1.0
403,405,Directed,433,,1.0
404,405,Directed,434,,1.0
404,406,Directed,435,,1.0
328,329,Directed,357,,1.0
329,330,Directed,358,,1.0
128,330,Directed,603,,1.0
408,409,Directed,439,,1.0
408,481,Directed,754,,1.0
409,410,Directed,440,,1.0
410,419,Directed,684,,1.0
313,314,Directed,342,,1.0
313,315,Directed,343,,1.0
314,315,Directed,344,,1.0
466,468,Directed,493,,1.0
82,84,Directed,121,,1.0
82,154,Directed,712,,1.0
82,259,Directed,1047,,1.0
84,297,Directed,667,,1.0
153,154,Directed,185,,1.0
153,155,Directed,186,,1.0
153,405,Directed,872,,1.0
153,438,Directed,648,,1.0
154,156,Directed,187,,1.0
337,338,Directed,364,,1.0
337,339,Directed,365,,1.0
338,340,Directed,366,,1.0
338,449,Directed,719,,1.0
339,341,Directed,367,,1.0
366,367,Directed,390,,1.0
366,368,Directed,391,,1.0
367,368,Directed,392,,1.0
367,369,Directed,393,,1.0
146,147,Directed,179,,1.0
146,171,Directed,1029,,1.0
307,470,Directed,675,,1.0
304,305,Directed,335,,1.0
304,306,Directed,336,,1.0
304,333,Directed,628,,1.0
304,346,Directed,997,,1.0
304,460,Directed,1017,,1.0
304,468,Directed,692,,1.0
305,425,Directed,890,,1.0
289,291,Directed,320,,1.0
457,459,Directed,484,,1.0
457,492,Directed,569,,1.0
459,460,Directed,486,,1.0
459,461,Directed,487,,1.0
492,494,Directed,514,,1.0
2,4,Directed,49,,1.0
2,251,Directed,799,,1.0
2,296,Directed,701,,1.0
2,500,Directed,518,,1.0
4,5,Directed,51,,1.0
4,9,Directed,673,,1.0
4,44,Directed,999,,1.0
4,311,Directed,544,,1.0
5,161,Directed,551,,1.0
5,301,Directed,776,,1.0
5,325,Directed,781,,1.0
161,162,Directed,193,,1.0
161,163,Directed,194,,1.0
161,423,Directed,826,,1.0
161,475,Directed,1005,,1.0
160,162,Directed,192,,1.0
160,446,Directed,982,,1.0
162,164,Directed,195,,1.0
162,301,Directed,1030,,1.0
163,164,Directed,196,,1.0
164,190,Directed,733,,1.0
164,421,Directed,620,,1.0
164,428,Directed,933,,1.0
183,184,Directed,215,,1.0
183,185,Directed,216,,1.0
183,266,Directed,977,,1.0
184,185,Directed,217,,1.0
184,186,Directed,218,,1.0
184,420,Directed,736,,1.0
396,397,Directed,425,,1.0
396,398,Directed,426,,1.0
396,456,Directed,731,,1.0
396,497,Directed,738,,1.0
397,399,Directed,427,,1.0
397,437,Directed,579,,1.0
455,456,Directed,483,,1.0
236,372,Directed,660,,1.0
372,373,Directed,399,,1.0
375,376,Directed,403,,1.0
375,377,Directed,404,,1.0
376,444,Directed,936,,1.0
443,444,Directed,473,,1.0
443,445,Directed,474,,1.0
444,446,Directed,475,,1.0
444,458,Directed,791,,1.0
445,447,Directed,476,,1.0
447,449,Directed,478,,1.0
186,188,Directed,219,,1.0
188,189,Directed,221,,1.0
188,221,Directed,967,,1.0
189,190,Directed,222,,1.0
189,191,Directed,223,,1.0
190,192,Directed,224,,1.0
190,237,Directed,1042,,1.0
190,284,Directed,894,,1.0
190,285,Directed,838,,1.0
190,402,Directed,1015,,1.0
221,222,Directed,255,,1.0
221,300,Directed,642,,1.0
299,300,Directed,330,,1.0
299,301,Directed,331,,1.0
300,301,Directed,332,,1.0
300,302,Directed,333,,1.0
263,301,Directed,884,,1.0
263,430,Directed,602,,1.0
429,430,Directed,460,,1.0
430,431,Directed,461,,1.0
414,498,Directed,741,,1.0
191,192,Directed,225,,1.0
191,193,Directed,226,,1.0
191,417,Directed,981,,1.0
192,194,Directed,227,,1.0
416,417,Directed,446,,1.0
417,418,Directed,447,,1.0
417,419,Directed,448,,1.0
193,194,Directed,228,,1.0
193,418,Directed,893,,1.0
194,196,Directed,229,,1.0
418,419,Directed,449,,1.0
418,476,Directed,676,,1.0
405,406,Directed,436,,1.0
405,498,Directed,904,,1.0
406,408,Directed,437,,1.0
196,330,Directed,930,,1.0
196,363,Directed,921,,1.0
196,408,Directed,830,,1.0
330,332,Directed,359,,1.0
330,442,Directed,856,,1.0
1,190,Directed,880,,1.0
1,419,Directed,564,,1.0
419,421,Directed,450,,1.0
302,303,Directed,334,,1.0
302,335,Directed,663,,1.0
303,316,Directed,713,,1.0
315,316,Directed,345,,1.0
315,317,Directed,346,,1.0
315,457,Directed,956,,1.0
316,317,Directed,347,,1.0
316,318,Directed,348,,1.0
316,419,Directed,855,,1.0
28,317,Directed,992,,1.0
28,366,Directed,909,,1.0
317,319,Directed,349,,1.0
318,319,Directed,350,,1.0
318,320,Directed,351,,1.0
318,373,Directed,882,,1.0
318,475,Directed,973,,1.0
96,468,Directed,615,,1.0
468,473,Directed,583,,1.0
325,327,Directed,355,,1.0
325,486,Directed,805,,1.0
327,396,Directed,661,,1.0
327,405,Directed,916,,1.0
327,475,Directed,709,,1.0
473,475,Directed,500,,1.0
475,476,Directed,501,,1.0
475,477,Directed,502,,1.0
475,481,Directed,870,,1.0
477,478,Directed,503,,1.0
477,479,Directed,504,,1.0
478,490,Directed,848,,1.0
479,480,Directed,505,,1.0
480,481,Directed,732,,1.0
342,343,Directed,371,,1.0
342,344,Directed,372,,1.0
343,344,Directed,373,,1.0
343,483,Directed,986,,1.0
481,483,Directed,506,,1.0
483,484,Directed,507,,1.0
398,399,Directed,428,,1.0
398,400,Directed,429,,1.0
