42,13
42,23
42,27
42,31
42,169
43,7
43,8
43,17
44,23
45,11
45,66
45,344
46,2
46,15
47,4
47,7
47,8
47,17
47,20
47,27
47,36
47,39
47,43
47,154
47,356
48,31
49,7
49,36
50,1
50,42
51,3
51,15
51,45
51,240
52,8
52,87
52,223
53,47
53,52
54,32
55,38
55,414
56,1
56,2
56,3
56,23
56,27
56,63
56,68
57,20
57,24
57,27
57,37
57,47
57,121
58,2
58,3
58,17
58,56
59,35
59,38
60,9
60,39
60,67
60,80
60,226
60,266
61,8
62,7
62,9
62,39
63,13
64,5
64,20
65,47
66,11
66,132
67,3
67,7
67,20
67,60
67,202
67,346
68,1
68,3
68,15
68,21
68,90
68,348
69,60
69,381
70,1
70,11
70,156
70,323
71,27
72,2
73,2
74,8
75,20
75,31
75,131
75,306
76,1
76,19
76,162
77,52
78,3
79,17
79,171
80,39
81,1
81,11
82,15
82,20
82,22
82,120
83,6
83,8
84,2
85,11
85,12
86,14
87,4
87,37
87,117
88,37
89,25
90,23
91,6
92,8
92,67
93,7
94,66
95,2
96,1
96,129
97,3
98,3
98,11
98,200
99,7
99,8
100,17
101,11
102,38
102,122
103,11
104,3
104,8
104,9
104,50
104,84
104,101
105,100
105,114
106,11
106,104
107,26
107,47
108,3
109,1
109,178
109,262
110,23
110,35
111,16
112,1
113,6
114,1
114,12
114,42
114,92
114,250
115,18
116,35
116,79
117,5
118,104
119,22
119,56
120,56
121,7
122,96
123,2
124,7
125,31
126,12
126,18
127,7
128,8
129,3
129,359
130,120
131,46
131,72
131,138
132,30
132,98
132,178
133,4
133,14
134,20
135,63
136,5
137,35
138,17
138,21
139,47
140,8
141,2
142,3
143,62
143,67
144,19
145,1
145,15
146,34
147,32
148,3
149,53
150,145
151,12
152,27
153,2
154,3
154,12
155,23
156,11
156,27
156,36
157,154
158,2
158,187
158,281
159,37
160,12
161,10
162,75
163,143
164,59
164,70
165,32
166,22
167,13
168,35
169,7
169,380
170,167
171,21
171,37
171,79
172,17
173,17
174,2
174,13
175,171
176,118
177,27
177,47
178,1
178,20
178,238
178,383
179,9
180,27
181,4
181,6
182,29
183,82
184,1
184,128
185,92
186,14
187,6
187,13
188,3
189,111
190,48
191,39
192,4
193,47
194,156
195,6
196,22
197,18
198,1
199,9
200,55
201,7
201,209
201,254
202,153
203,60
204,7
205,67
205,69
206,102
207,15
208,174
209,12
210,4
211,78
212,154
213,170
214,18
215,159
216,2
216,96
217,47
218,100
219,137
220,109
221,4
221,7
221,177
222,32
223,181
223,260
224,3
225,13
226,67
227,1
227,19
228,7
229,47
230,180
231,3
232,13
233,5
234,12
235,213
236,184
237,2
238,16
238,46
239,58
240,19
241,3
241,106
242,105
243,73
244,3
245,4
246,3
247,67
248,36
249,42
250,12
251,11
251,103
252,12
253,116
254,133
255,138
256,22
257,99
258,189
259,2
260,3
260,67
260,78
261,77
262,42
263,13
264,24
265,130
266,39
267,171
268,5
269,12
269,223
270,3
271,8
272,56
273,136
274,222
275,7
276,42
277,51
278,13
279,32
280,104
281,251
282,227
283,1
284,3
285,3
286,12
287,221
288,132
289,71
290,173
291,164
292,8
293,17
294,199
295,76
296,13
297,139
298,214
299,11
300,2
301,6
301,11
302,179
303,47
303,257
304,82
305,43
306,70
307,257
308,83
309,57
310,8
311,70
312,217
312,221
313,3
314,11
314,63
315,49
316,7
317,301
318,114
319,1
319,2
320,15
320,37
321,7
322,314
322,318
323,269
323,346
324,48
325,141
326,320
327,42
328,57
329,249
330,5
330,467
331,31
332,11
332,12
332,386
333,33
334,303
335,319
336,114
337,6
338,241
339,135
340,6
341,322
342,7
343,8
344,198
345,4
346,19
346,341
346,344
347,60
348,2
349,135
350,41
351,8
352,7
353,6
354,241
355,2
356,7
357,82
358,305
359,170
360,147
361,7
362,27
363,13
364,210
365,50
366,3
367,76
368,24
369,308
370,64
371,321
372,12
373,158
374,314
375,8
376,364
377,12
378,1
379,121
380,169
381,39
382,42
383,245
384,171
385,313
386,332
387,38
388,367
389,1
390,46
391,11
392,8
393,234
394,154
395,3
396,39
397,11
398,6
399,1
400,385
401,67
402,27
403,71
404,131
405,24
406,68
407,34
408,373
408,399
409,59
410,45
411,199
412,153
413,22
414,11
415,248
416,180
417,17
418,379
419,7
420,141
421,8
422,88
423,152
424,47
425,404
426,11
427,3
428,256
429,241
430,8
431,114
432,130
433,328
434,11
435,168
436,299
437,21
438,6
439,11
440,1
441,31
442,307
443,3
444,38
445,131
446,2
447,31
448,343
449,408
450,323
451,282
452,7
453,106
454,336
455,1
456,89
457,2
458,20
459,11
460,130
461,45
462,42
463,156
464,52
465,145
466,5
467,422
468,7
469,243
470,1
471,304
472,105
473,158
474,7
475,42
476,178
477,12
477,96
478,13
479,221
480,376
481,363
482,7
483,11
484,416
485,35
486,79
487,185
488,416
489,258
490,29
491,23
492,434
493,7
494,82
495,241
496,11
497,2
498,70
499,12
500,11
